78,1305
2011,43
750,323
756,315
1889,48
1359,73
1920,47
9903,6
8313,7
21077,2
4924,15
3169,25
13164,4
13165,4
16225,3
1420,66
16226,3
16227,3
16228,3
13166,4
21078,2
21079,2
5211,14
16229,3
29345,1
21080,2
1275,81
2539,31
1285,80
17,4162
5212,14
29346,1
16230,3
9904,6
11381,5
11382,5
16231,3
29347,1
29348,1
29349,1
29350,1
16232,3
29351,1
16233,3
29352,1
1185,94
1535,61
6156,11
811,233
149,1096
3727,20
2066,41
1959,45
1518,62
5702,12
21081,2
1307,78
4925,15
2384,33
21082,2
6500,10
21083,2
11383,5
9905,6
21084,2
21085,2
21086,2
16234,3
29353,1
11384,5
21087,2
29354,1
29355,1
21088,2
21089,2
29356,1
29357,1
29358,1
8314,7
29359,1
29360,1
16235,3
29361,1
29362,1
29363,1
29364,1
29365,1
29366,1
29367,1
29368,1
29369,1
29370,1
29371,1
29372,1
29373,1
29374,1
29375,1
29376,1
21090,2
21091,2
16236,3
5213,14
29377,1
7540,8
5502,13
29378,1
21092,2
29379,1
29380,1
29381,1
16237,3
21093,2
21094,2
21095,2
21096,2
29382,1
29383,1
29384,1
7541,8
29385,1
4926,15
29386,1
29387,1
183,693
29388,1
21097,2
21098,2
21099,2
16238,3
29389,1
29390,1
2012,43
21100,2
9906,6
3875,19
29391,1
29392,1
982,136
1871,49
29393,1
29394,1
29395,1
29396,1
4927,15
1227,87
29397,1
29398,1
29399,1
2013,43
6157,11
3876,19
29400,1
29401,1
29402,1
29403,1
4928,15
16239,3
7085,9
29404,1
29405,1
157,995
29406,1
21101,2
29407,1
29408,1
21102,2
29409,1
4499,16
29410,1
29411,1
29412,1
29413,1
21103,2
29414,1
29415,1
804,238
2115,39
2116,39
8315,7
21104,2
1070,121
16240,3
7542,8
29416,1
29417,1
29418,1
29419,1
29420,1
29421,1
29422,1
29423,1
29424,1
29425,1
29426,1
29427,1
29428,1
11385,5
7086,9
9907,6
29429,1
16241,3
3728,20
5703,12
11386,5
21105,2
1421,66
1872,49
13167,4
16242,3
885,170
21106,2
4929,15
21107,2
21108,2
13168,4
21109,2
16243,3
29430,1
16244,3
9908,6
29431,1
9909,6
29432,1
8,7689
1873,49
1132,106
3170,25
1186,94
16245,3
2709,28
2267,35
950,146
4500,16
30,2910
1657,56
3171,25
989,134
184,692
3270,24
2385,33
3401,23
1981,44
1089,118
4501,16
790,251
4502,16
3172,25
4503,16
1147,100
7543,8
931,151
4930,15
2710,28
186,678
3014,27
3402,23
16246,3
1937,46
29433,1
8316,7
29434,1
9910,6
9911,6
29435,1
16247,3
29436,1
51,1968
5704,12
11387,5
4022,18
7087,9
2711,28
7088,9
9912,6
11388,5
9913,6
29437,1
8317,7
29438,1
718,385
16248,3
13169,4
8318,7
21110,2
3403,23
6501,10
29439,1
29440,1
8319,7
29441,1
29442,1
9914,6
29443,1
29444,1
29445,1
16249,3
29446,1
7089,9
9915,6
29447,1
29448,1
29449,1
13170,4
29450,1
13171,4
16250,3
16251,3
29451,1
5503,13
21111,2
29452,1
29453,1
21112,2
21113,2
21114,2
29454,1
29455,1
4931,15
11389,5
13172,4
29456,1
29457,1
29458,1
29459,1
29460,1
8320,7
29461,1
29462,1
7544,8
16252,3
21115,2
29463,1
9916,6
21116,2
5705,12
834,213
1148,100
2014,43
888,169
16253,3
3015,27
2268,35
13173,4
21117,2
21118,2
29464,1
29465,1
29466,1
29467,1
9917,6
16254,3
29468,1
2269,35
169,848
6158,11
21119,2
2579,30
16255,3
16256,3
21120,2
1687,55
3404,23
7545,8
4932,15
5214,14
11390,5
16257,3
213,642
29469,1
16258,3
16259,3
29470,1
1120,111
29471,1
5504,13
8321,7
6159,11
8322,7
13174,4
29472,1
16260,3
4504,16
29473,1
29474,1
13175,4
29475,1
16261,3
29476,1
2580,30
29477,1
11391,5
29478,1
29479,1
21121,2
638,568
963,141
932,151
11392,5
886,170
9918,6
29480,1
9919,6
9920,6
5706,12
7546,8
993,133
1071,121
1039,125
2087,40
29481,1
16262,3
843,206
16263,3
1261,83
29482,1
29483,1
4023,18
1075,120
1890,48
9921,6
29484,1
21122,2
3729,20
16264,3
29485,1
29486,1
3877,19
3616,21
29487,1
13176,4
29488,1
8323,7
29489,1
29490,1
29491,1
7090,9
9922,6
4024,18
2117,39
2655,29
1519,62
836,211
884,171
1295,79
16265,3
1379,71
3730,20
29492,1
29493,1
3173,25
3174,25
517,576
2448,32
4025,18
9923,6
1014,129
994,133
11393,5
6502,10
6160,11
29494,1
1380,71
9924,6
9925,6
21123,2
21124,2
16266,3
752,321
1017,128
8324,7
8325,7
7547,8
6503,10
8326,7
6504,10
1105,114
9926,6
1106,114
16267,3
21125,2
21126,2
29495,1
29496,1
29497,1
29498,1
29499,1
21127,2
29500,1
29501,1
29502,1
29503,1
29504,1
29505,1
29506,1
29507,1
29508,1
29509,1
29510,1
29511,1
29512,1
29513,1
29514,1
29515,1
29516,1
29517,1
29518,1
29519,1
29520,1
29521,1
29522,1
29523,1
2712,28
21128,2
3540,22
9927,6
13177,4
21129,2
21130,2
21131,2
16268,3
21132,2
21133,2
21134,2
21135,2
21136,2
21137,2
21138,2
7548,8
21139,2
7549,8
29524,1
29525,1
29526,1
1048,124
16269,3
16270,3
11394,5
11395,5
2231,36
2713,28
2141,38
2449,32
1779,53
1536,61
1325,76
1276,81
1350,74
1341,75
1205,90
1160,98
13178,4
1555,60
13179,4
1938,46
13180,4
11396,5
21140,2
29527,1
2337,34
21141,2
5505,13
9928,6
21142,2
3405,23
4345,17
21143,2
21144,2
5506,13
21145,2
912,158
1874,49
3878,19
21146,2
21147,2
6161,11
11397,5
29528,1
21148,2
4346,17
13181,4
21149,2
29529,1
29530,1
16271,3
29531,1
13182,4
986,135
6162,11
21150,2
8327,7
21151,2
29532,1
29533,1
16272,3
29534,1
29535,1
29536,1
29537,1
29538,1
29539,1
21152,2
29540,1
29541,1
29542,1
29543,1
29544,1
29545,1
21153,2
21154,2
29546,1
29547,1
29548,1
29549,1
29550,1
29551,1
21155,2
29552,1
29553,1
29554,1
29555,1
29556,1
29557,1
29558,1
29559,1
29560,1
29561,1
29562,1
3617,21
29563,1
29564,1
29565,1
29566,1
29567,1
29568,1
29569,1
3618,21
3879,19
29570,1
29571,1
29572,1
29573,1
29574,1
29575,1
21156,2
21157,2
29576,1
9929,6
9930,6
16273,3
13183,4
16274,3
29577,1
1236,86
29578,1
21158,2
29579,1
21159,2
29580,1
21160,2
29581,1
21161,2
29582,1
21162,2
29583,1
29584,1
29585,1
29586,1
29587,1
29588,1
29589,1
29590,1
29591,1
29592,1
29593,1
7091,9
29594,1
21163,2
29595,1
29596,1
29597,1
29598,1
29599,1
29600,1
29601,1
29602,1
29603,1
29604,1
13184,4
1228,87
29605,1
29606,1
29607,1
29608,1
29609,1
29610,1
29611,1
29612,1
29613,1
29614,1
29615,1
29616,1
29617,1
3072,26
4505,16
805,238
1960,45
8328,7
21164,2
6163,11
5215,14
11398,5
29618,1
4933,15
11399,5
3406,23
29619,1
7092,9
5216,14
960,142
29620,1
29621,1
9931,6
6164,11
873,180
1040,125
2035,42
639,562
57,1813
29622,1
16275,3
29623,1
2450,32
5707,12
6165,11
7093,9
7094,9
13185,4
29624,1
29625,1
728,363
2656,29
8329,7
4934,15
1492,63
3271,24
2088,40
1024,127
29626,1
29627,1
4506,16
16276,3
54,1912
29628,1
5708,12
13186,4
29629,1
29630,1
29631,1
3880,19
21165,2
13187,4
29632,1
29633,1
4026,18
1033,126
4347,17
18,4162
6505,10
29634,1
801,241
7095,9
29635,1
1076,120
6,8911
29636,1
29637,1
1982,44
29638,1
29639,1
13188,4
16277,3
21166,2
29640,1
16278,3
16279,3
16280,3
29641,1
861,193
510,580
29642,1
5217,14
29643,1
29644,1
29645,1
29646,1
29647,1
29648,1
29649,1
29650,1
29651,1
29652,1
29653,1
29654,1
29655,1
29656,1
29657,1
29658,1
29659,1
29660,1
29661,1
29662,1
117,1196
29663,1
29664,1
16281,3
1220,88
9932,6
1537,61
7550,8
29665,1
13189,4
774,273
955,145
2015,43
16282,3
3175,25
4935,15
21167,2
2451,32
4348,17
9933,6
11400,5
4936,15
29666,1
29667,1
11401,5
29668,1
29669,1
29670,1
29671,1
29672,1
29673,1
29674,1
29675,1
29676,1
7096,9
29677,1
29678,1
11402,5
29679,1
29680,1
29681,1
29682,1
29683,1
147,1107
29684,1
29685,1
29686,1
29687,1
29688,1
29689,1
16283,3
29690,1
21168,2
29691,1
29692,1
29693,1
29694,1
29695,1
21169,2
29696,1
29697,1
29698,1
29699,1
6506,10
29700,1
21170,2
13190,4
29701,1
29702,1
29703,1
8330,7
16284,3
9934,6
29704,1
739,349
1237,86
8331,7
2540,31
6507,10
1891,48
7097,9
2714,28
1006,130
16285,3
29705,1
3407,23
29706,1
29707,1
16286,3
29708,1
9935,6
29709,1
29710,1
29711,1
29712,1
29713,1
16287,3
27,3105
1126,108
2338,34
8332,7
215,630
29714,1
16288,3
5709,12
11403,5
16289,3
3619,21
924,154
13191,4
754,320
4349,17
4350,17
648,545
29715,1
713,401
8333,7
6508,10
29716,1
7098,9
29717,1
2232,36
29718,1
29719,1
5218,14
7551,8
9936,6
7552,8
29720,1
29721,1
29722,1
6509,10
1961,45
29723,1
16290,3
167,868
4937,15
5710,12
1099,116
694,459
29724,1
4351,17
3541,22
4352,17
21171,2
1381,71
29725,1
765,296
21172,2
3073,26
11404,5
11405,5
4938,15
1265,82
16291,3
1493,63
4353,17
8334,7
1574,59
647,546
1892,48
4354,17
783,260
210,668
2657,29
21173,2
5711,12
29726,1
29727,1
6510,10
3016,27
1342,75
5712,12
29728,1
29729,1
29730,1
4507,16
6511,10
6512,10
13192,4
21174,2
7099,9
5713,12
11,6487
29731,1
29732,1
964,141
733,360
29733,1
29734,1
29735,1
29736,1
29737,1
1129,107
29738,1
29739,1
29740,1
11406,5
29741,1
29742,1
29743,1
29744,1
3542,22
11407,5
1520,62
1296,79
13193,4
2715,28
29745,1
29746,1
29747,1
3881,19
21175,2
6513,10
21176,2
29748,1
21,3407
65,1698
1308,78
21177,2
4027,18
1521,62
759,305
64,1712
29749,1
925,154
29750,1
7553,8
29751,1
29752,1
29753,1
29754,1
29755,1
29756,1
2716,28
16292,3
1117,112
1243,85
29757,1
29758,1
853,199
9937,6
16293,3
11408,5
6514,10
4939,15
21178,2
854,198
29759,1
936,150
6515,10
9938,6
11409,5
13194,4
13195,4
13196,4
13197,4
16294,3
13198,4
7100,9
11410,5
5714,12
2452,32
7101,9
29760,1
789,252
880,175
1100,116
1447,64
16295,3
2581,30
32,2623
29761,1
29762,1
7554,8
1688,55
2270,35
1297,79
29763,1
9939,6
1077,120
835,212
29764,1
6166,11
2717,28
29765,1
3731,20
743,342
5507,13
3017,27
29766,1
5715,12
29767,1
2339,34
16296,3
2658,29
29768,1
13199,4
29769,1
4508,16
4355,17
1078,120
5508,13
29770,1
29771,1
29772,1
29773,1
1962,45
29774,1
1575,59
21179,2
29775,1
7102,9
29776,1
21180,2
975,139
13200,4
5716,12
5717,12
2271,35
5219,14
7555,8
4356,17
5509,13
3408,23
5510,13
846,205
11411,5
2036,42
3620,21
1603,58
1494,63
1090,118
1206,90
4028,18
4940,15
822,222
5220,14
1893,48
2453,32
3732,20
2659,29
1556,60
1448,64
1828,51
9940,6
659,518
9941,6
3018,27
1604,58
6516,10
3733,20
1658,56
1739,54
3621,21
1605,58
1802,52
29777,1
5511,13
29778,1
6517,10
4029,18
9942,6
1436,65
21181,2
21182,2
4941,15
720,379
3882,19
5221,14
7556,8
2233,36
4942,15
11412,5
1449,64
1689,55
4357,17
13201,4
8335,7
8336,7
13202,4
6518,10
21183,2
3883,19
3272,24
3884,19
1277,81
1154,99
9943,6
1101,116
11413,5
16297,3
3074,26
21184,2
16298,3
13203,4
6519,10
3885,19
4358,17
763,298
6167,11
21185,2
757,309
1875,49
1367,72
29779,1
2718,28
13204,4
13205,4
13206,4
9944,6
13207,4
2,13395
9,7651
3409,23
5718,12
7557,8
7558,8
13,5003
3075,26
13208,4
7559,8
3176,25
16299,3
7560,8
8337,7
9945,6
9946,6
965,141
6520,10
9947,6
2719,28
818,226
16300,3
6521,10
7561,8
3886,19
1963,45
4509,16
4943,15
4510,16
9948,6
9949,6
2198,37
1576,59
11414,5
5512,13
3887,19
11415,5
16301,3
16302,3
21186,2
29780,1
13209,4
29781,1
2541,31
918,156
6522,10
6523,10
3543,22
4944,15
29782,1
29783,1
13210,4
29784,1
803,239
2340,34
29785,1
1577,59
6524,10
7103,9
8338,7
6525,10
21187,2
3888,19
21188,2
16303,3
21189,2
21190,2
21191,2
21192,2
5719,12
3734,20
29786,1
29787,1
29788,1
8339,7
9950,6
13211,4
4945,15
1495,63
1780,53
21193,2
3622,21
1964,45
2582,30
4,10234
29789,1
3410,23
29790,1
3273,24
11416,5
29791,1
6526,10
7562,8
2583,30
1025,127
9951,6
7,7940
21194,2
21195,2
21196,2
4511,16
874,180
5222,14
2454,32
2584,30
3735,20
2067,41
2142,38
21197,2
6527,10
7104,9
8340,7
4359,17
951,146
1351,74
3889,19
3736,20
3623,21
2720,28
3890,19
3737,20
1165,97
3738,20
717,386
4030,18
1286,80
2068,41
11417,5
3624,21
5513,13
3739,20
11418,5
8341,7
2721,28
11419,5
13212,4
13213,4
1894,48
872,183
16304,3
13214,4
7105,9
3411,23
794,249
1895,48
29792,1
909,159
13215,4
13216,4
5223,14
3076,26
6528,10
3412,23
6529,10
4031,18
1104,115
6168,11
6530,10
8342,7
3274,24
29793,1
29794,1
29795,1
29796,1
29797,1
29798,1
29799,1
29800,1
29801,1
29802,1
29803,1
29804,1
749,326
29805,1
16305,3
29806,1
29807,1
890,168
21198,2
6169,11
1191,93
16306,3
29808,1
29809,1
29810,1
29811,1
13217,4
3019,27
956,145
4032,18
16307,3
1422,66
3544,22
24,3264
29812,1
172,828
7106,9
171,829
1,25512
158,969
73,1407
177,795
46,2121
178,780
173,805
180,758
174,805
182,743
40,2237
166,877
176,801
87,1262
3545,22
1018,128
16308,3
16309,3
45,2140
21199,2
21200,2
16310,3
21201,2
9952,6
217,624
29813,1
29814,1
3,12445
29815,1
9953,6
21202,2
63,1742
29816,1
29817,1
5720,12
29818,1
29819,1
878,176
170,837
4360,17
13218,4
3413,23
5721,12
6170,11
5514,13
5722,12
11420,5
3546,22
11421,5
8343,7
13219,4
2069,41
29820,1
11422,5
9954,6
9955,6
5224,14
3414,23
8344,7
2143,38
4361,17
4033,18
4362,17
4363,17
29821,1
1659,56
1221,88
771,277
2722,28
1496,63
1965,45
2723,28
1690,55
1133,106
753,321
2724,28
2725,28
2726,28
3020,27
2727,28
3021,27
3022,27
2660,29
3023,27
2728,28
2585,30
2661,29
3024,27
2662,29
2729,28
4364,17
2386,33
1352,74
3025,27
3026,27
2341,34
6531,10
29822,1
29823,1
29824,1
21203,2
3177,25
21204,2
21205,2
3178,25
29825,1
7563,8
29826,1
29827,1
29828,1
3625,21
6532,10
29829,1
29830,1
4365,17
5225,14
9956,6
29831,1
29832,1
29833,1
29834,1
29835,1
29836,1
29837,1
29838,1
29839,1
29840,1
29841,1
29842,1
29843,1
9957,6
29844,1
53,1914
2070,41
1212,89
933,151
1213,89
952,146
2730,28
953,146
29845,1
50,1978
1072,121
998,132
1326,76
3077,26
29846,1
29847,1
7107,9
9958,6
6533,10
29848,1
29849,1
29850,1
43,2216
1309,78
9959,6
2455,32
21206,2
29851,1
29852,1
29853,1
21207,2
9960,6
29854,1
21208,2
11423,5
4512,16
13220,4
21209,2
29855,1
29856,1
29857,1
29858,1
29859,1
16311,3
29860,1
29861,1
29862,1
29863,1
29864,1
3275,24
13221,4
16312,3
16313,3
29865,1
910,159
29866,1
29867,1
29868,1
29869,1
29870,1
8345,7
876,179
29871,1
29872,1
2387,33
29873,1
29874,1
29875,1
29876,1
879,176
16314,3
3547,22
11424,5
9961,6
16315,3
11425,5
16316,3
16317,3
9962,6
29877,1
11426,5
11427,5
11428,5
11429,5
11430,5
29878,1
16318,3
21210,2
29879,1
29880,1
29881,1
29882,1
21211,2
29883,1
29884,1
29885,1
29886,1
13222,4
29887,1
29888,1
29889,1
29890,1
29891,1
29892,1
29893,1
16319,3
13223,4
21212,2
21213,2
21214,2
5723,12
21215,2
16320,3
16321,3
3891,19
21216,2
16322,3
16323,3
9963,6
29894,1
29895,1
29896,1
21217,2
29897,1
29898,1
16324,3
16325,3
29899,1
29900,1
29901,1
29902,1
29903,1
8346,7
7108,9
7109,9
29904,1
29905,1
1939,46
1854,50
11431,5
29906,1
29907,1
29908,1
29909,1
29910,1
16326,3
13224,4
2118,39
21218,2
29911,1
29912,1
11432,5
5515,13
13225,4
9964,6
13226,4
11433,5
4513,16
7110,9
7111,9
1026,127
7112,9
1876,49
29913,1
29914,1
29915,1
29916,1
29917,1
29918,1
29919,1
29920,1
29921,1
29922,1
29923,1
29924,1
29925,1
29926,1
29927,1
29928,1
29929,1
29930,1
2037,42
1395,69
1522,62
1523,62
1557,60
1538,61
1539,61
1524,62
1540,61
9965,6
16327,3
29931,1
29932,1
1130,107
6534,10
13227,4
29933,1
29934,1
29935,1
29936,1
29937,1
29938,1
29939,1
29940,1
29941,1
29942,1
29943,1
29944,1
29945,1
29946,1
29947,1
29948,1
29949,1
29950,1
29951,1
29952,1
29953,1
29954,1
29955,1
29956,1
29957,1
29958,1
29959,1
29960,1
29961,1
29962,1
29963,1
13228,4
13229,4
29964,1
29965,1
2199,37
6171,11
3415,23
21219,2
795,249
21220,2
16328,3
21221,2
16329,3
8347,7
29966,1
29967,1
1278,81
1578,59
2144,38
13230,4
2663,29
16330,3
16331,3
16332,3
7113,9
16333,3
16334,3
16335,3
1896,48
29968,1
16336,3
21222,2
29969,1
21223,2
7564,8
21224,2
21225,2
29970,1
21226,2
21227,2
16337,3
29971,1
13231,4
16338,3
29972,1
29973,1
21228,2
2342,34
29974,1
21229,2
29975,1
1897,48
29976,1
21230,2
4946,15
29977,1
16339,3
3626,21
29978,1
29979,1
21231,2
29980,1
21232,2
16340,3
21233,2
891,168
29981,1
29982,1
29983,1
9966,6
29984,1
29985,1
21234,2
29986,1
21235,2
29987,1
29988,1
21236,2
29989,1
7565,8
11434,5
29990,1
13232,4
21237,2
29991,1
29992,1
11435,5
29993,1
29994,1
29995,1
21238,2
3548,22
9967,6
5516,13
21239,2
29996,1
5517,13
21240,2
29997,1
29998,1
2542,31
3549,22
16341,3
21241,2
16342,3
29999,1
30000,1
30001,1
30002,1
30003,1
21242,2
30004,1
30005,1
21243,2
30006,1
7114,9
21244,2
21245,2
16343,3
21246,2
30007,1
11436,5
16344,3
21247,2
21248,2
21249,2
30008,1
21250,2
21251,2
21252,2
21253,2
30009,1
21254,2
21255,2
4947,15
21256,2
7115,9
30010,1
30011,1
30012,1
21257,2
30013,1
3740,20
30014,1
21258,2
30015,1
5724,12
21259,2
30016,1
7566,8
21260,2
56,1865
30017,1
30018,1
30019,1
30020,1
30021,1
30022,1
21261,2
30023,1
30024,1
30025,1
30026,1
30027,1
30028,1
30029,1
30030,1
30031,1
30032,1
30033,1
30034,1
30035,1
30036,1
7116,9
30037,1
30038,1
30039,1
30040,1
30041,1
2119,39
30042,1
30043,1
30044,1
30045,1
11437,5
11438,5
11439,5
6535,10
30046,1
7567,8
21262,2
30047,1
30048,1
21263,2
30049,1
30050,1
30051,1
919,156
875,180
30052,1
30053,1
30054,1
30055,1
30056,1
13233,4
13234,4
13235,4
13236,4
3179,25
30057,1
2089,40
11440,5
30058,1
11441,5
21264,2
30059,1
16345,3
30060,1
16346,3
7568,8
30061,1
30062,1
11442,5
21265,2
742,343
7569,8
1966,45
4514,16
1497,63
3892,19
5725,12
1327,76
1149,100
1921,47
1229,87
13237,4
21266,2
21267,2
2731,28
3893,19
1579,59
2343,34
7570,8
7571,8
3276,24
6172,11
7572,8
30063,1
21268,2
13238,4
13239,4
30064,1
13240,4
13241,4
5226,14
6536,10
1207,90
4515,16
8348,7
11443,5
5227,14
6173,11
16347,3
7117,9
211,645
30065,1
6174,11
5518,13
897,166
7118,9
13242,4
30066,1
8349,7
33,2613
1781,53
30067,1
30068,1
30069,1
16348,3
13243,4
663,510
13244,4
30070,1
30071,1
30072,1
30073,1
2456,32
30074,1
30075,1
1310,78
11444,5
30076,1
41,2229
7573,8
30077,1
30078,1
726,365
30079,1
30080,1
3416,23
30081,1
30082,1
30083,1
9968,6
741,346
30084,1
16349,3
5228,14
4366,17
21269,2
30085,1
16350,3
30086,1
30087,1
5229,14
30088,1
30089,1
690,495
3741,20
21270,2
30090,1
21271,2
30091,1
13245,4
30092,1
11445,5
16351,3
16352,3
30093,1
2272,35
21272,2
2388,33
13246,4
900,164
6537,10
3894,19
5726,12
937,150
887,170
3627,21
16353,3
30094,1
16354,3
30095,1
30096,1
30097,1
30098,1
2344,34
30099,1
7574,8
30100,1
1061,122
30101,1
11446,5
1606,58
1244,85
3742,20
3417,23
30102,1
3895,19
2038,42
30103,1
21273,2
5519,13
4034,18
5727,12
21274,2
16355,3
30104,1
30105,1
30106,1
30107,1
1315,77
21275,2
5230,14
5520,13
156,1001
5,9828
7119,9
21276,2
11447,5
1150,100
21277,2
30108,1
5521,13
5231,14
48,2062
47,2072
30109,1
30110,1
30111,1
30112,1
30113,1
30114,1
6175,11
21278,2
1109,113
160,967
30115,1
30116,1
30117,1
21279,2
30118,1
30119,1
30120,1
21280,2
6176,11
30121,1
30122,1
21281,2
11448,5
21282,2
7575,8
4367,17
3896,19
30123,1
30124,1
30125,1
30126,1
30127,1
21283,2
30128,1
30129,1
30130,1
30131,1
30132,1
7120,9
21284,2
5232,14
1353,74
30133,1
30134,1
30135,1
30136,1
30137,1
1382,71
16356,3
9969,6
30138,1
16357,3
30139,1
21285,2
5233,14
30140,1
30141,1
9970,6
30142,1
30143,1
21286,2
30144,1
30145,1
4948,15
21287,2
30146,1
69,1570
30147,1
736,354
30148,1
16358,3
21288,2
30149,1
30150,1
3743,20
21289,2
30151,1
30152,1
30153,1
30154,1
21290,2
30155,1
30156,1
21291,2
30157,1
3277,24
30158,1
30159,1
30160,1
30161,1
30162,1
30163,1
7121,9
16359,3
1877,49
30164,1
30165,1
30166,1
2732,28
30167,1
30168,1
16360,3
16361,3
1401,68
1041,125
1073,121
6538,10
7122,9
5234,14
7123,9
7124,9
3027,27
7125,9
7126,9
7127,9
7128,9
7129,9
4949,15
4368,17
7130,9
7131,9
5728,12
7132,9
1266,82
6539,10
7133,9
7134,9
7135,9
6540,10
4516,16
3180,25
4517,16
5235,14
30169,1
11449,5
3744,20
3745,20
2586,30
1740,54
1782,53
2733,28
6541,10
5729,12
5522,13
8350,7
8351,7
8352,7
8353,7
5730,12
5731,12
5732,12
2200,37
7136,9
2587,30
2071,41
7137,9
7138,9
6542,10
8354,7
8355,7
8356,7
8357,7
938,150
4518,16
21292,2
21293,2
16362,3
4035,18
21294,2
11450,5
5733,12
16363,3
16364,3
16365,3
30170,1
4950,15
21295,2
30171,1
21296,2
21297,2
21298,2
9971,6
7576,8
30172,1
30173,1
21299,2
13247,4
21300,2
7577,8
13248,4
30174,1
13249,4
16366,3
16367,3
9972,6
21301,2
4951,15
5734,12
21302,2
21303,2
21304,2
21305,2
21306,2
21307,2
21308,2
21309,2
21310,2
11451,5
6177,11
13250,4
3278,24
4369,17
30175,1
30176,1
4952,15
13251,4
30177,1
30178,1
30179,1
30180,1
30181,1
30182,1
1525,62
30183,1
30184,1
6178,11
1607,58
5236,14
689,507
770,282
1922,47
1660,56
9973,6
2543,31
4953,15
11452,5
3078,26
30185,1
738,352
7139,9
5735,12
2588,30
2664,29
1328,76
1608,58
1255,84
11453,5
9974,6
3897,19
5523,13
1967,45
6543,10
8358,7
3746,20
6179,11
5524,13
4519,16
7140,9
7578,8
30186,1
4520,16
2734,28
11454,5
3028,27
13252,4
1898,48
983,136
4954,15
1855,50
13253,4
1829,51
16368,3
30187,1
30188,1
30189,1
21311,2
30190,1
30191,1
21312,2
30192,1
30193,1
30194,1
30195,1
30196,1
3747,20
30197,1
30198,1
30199,1
30200,1
21313,2
13254,4
30201,1
30202,1
30203,1
7579,8
30204,1
30205,1
30206,1
30207,1
30208,1
21314,2
30209,1
30210,1
1316,77
1580,59
1141,102
944,149
1558,60
8359,7
7141,9
8360,7
7142,9
3181,25
9975,6
8361,7
4955,15
5525,13
7143,9
2457,32
8362,7
3550,22
3551,22
7144,9
1856,50
3748,20
9976,6
30211,1
30212,1
30213,1
30214,1
30215,1
30216,1
30217,1
30218,1
30219,1
30220,1
30221,1
30222,1
30223,1
21315,2
5736,12
2544,31
9977,6
1783,53
13255,4
5526,13
16369,3
1402,68
695,454
737,353
1238,86
1187,94
1899,48
2735,28
1329,76
1830,51
2665,29
1222,88
1245,85
1437,65
1878,49
3749,20
1803,52
1135,105
1192,93
4521,16
3029,27
5737,12
1983,44
2145,38
976,138
1691,55
1279,81
961,142
3750,20
3418,23
2458,32
1940,46
2736,28
2146,38
30224,1
30225,1
1941,46
898,166
9978,6
2389,33
3898,19
1984,44
1267,82
2273,35
1609,58
3899,19
